prompt,prompt_len,target
Bolesław II of Masovia,22,62.0
Marina of Aguas Santas,22,20.0
Geoffroy III of Thouars,23,48.0
Ibrahim ibn Adham,17,61.0
Hiram II,8,20.0
Burchard,8,62.0
Willem II van den Bergh,23,61.0
"Margaret of Brabant, Countess of Flanders",41,57.0
Margaret of England,19,58.0
Hypatius of Gangra,18,50.0
Volodymyrko Volodarovych,24,49.0
Antoine Le Moiturier,20,70.0
"Anna, Grand Duchess of Lithuania",32,68.0
Najm al-Dīn al-Qazwīnī al-Kātibī,32,74.0
"Blanche of France, Duchess of Orléans",37,65.0
"Stephen, Count of Tréguier",26,76.0
Caradog ap Meirion,18,68.0
Maredudd ab Owain,17,61.0
Iago ab Idwal,13,71.0
Meilyr Brydydd,14,87.0
Cynan Dindaethwy,16,76.0
Ming Yuzhen,11,35.0
Abd al-Malik I,14,17.0
Jean II of Châlon,17,69.0
Salome Sticken,14,80.0
Bolesław I of Masovia,21,40.0
"Louis, Count of Neufchâtel",26,68.0
Elias VII of Périgord,21,56.0
Pieter Vostaert,15,50.0
Ptolemy I of Tusculum,21,76.0
William IV of Auvergne,22,66.0
Barthélemy de Jur,17,78.0
Ada of Holland,14,50.0
Margaret of Clermont,20,46.0
"William X, Count of Auvergne",28,97.0
"Hugh le Despenser, 1st Earl of Winchester",41,65.0
"Robert Bourchier, 1st Baron Bourchier",37,43.0
"Jeanne de Bar, Countess of Marle and Soissons",45,47.0
Pedro Álvarez Osorio,20,73.0
Johanna of Nassau-Dillenburg,28,24.0
Bagrat V of Georgia,19,92.0
Edmund von Werth,16,60.0
Jalal ud din Firuz Khalji,25,76.0
Gerhard II van Loon,19,42.0
Hugh II of Châlon,17,57.0
Adalbert,8,99.0
Andreas of Bergamo,18,96.0
Antoninus of Pamiers,20,53.0
Athanasius of Balad,19,52.0
Saint Ermengol,14,35.0
Saint Baudolino,15,32.0
Euphemia of Pomerania,21,45.0
Alpert of Metz,14,24.0
André de Laval-Montmorency,26,77.0
Herman IV van Woerden,21,50.0
Guillaume Pierre Godin,22,76.0
Ottaviano dei Conti di Segni,28,64.0
Juan de Cervantes,17,73.0
Siemowit I of Masovia,21,47.0
"Fernando I, Duke of Braganza",28,75.0
Sergius IV of Naples,20,86.0
Abul Hasan ash-Shadhili,23,62.0
"Marie of France, Duchess of Brabant",35,26.0
Joseph Bringas,14,15.0
Giacomo I Crispo,16,35.0
Aristaeus the Elder,19,70.0
"Henry Percy, 4th Earl of Northumberland",39,40.0
Rhun Hir ap Maelgwn,19,90.0
Einion Yrth ap Cunedda,22,80.0
Gruffydd ap Rhys,16,47.0
Diego López V de Haro,21,60.0
Adhemar of Salerno,18,11.0
Idwal Foel,10,57.0
Paolo Malatesta,15,39.0
"William IV, Marquess of Montferrat",34,70.0
Napoleone Orsini Frangipani,27,79.0
Stephen II of Naples,20,98.0
William Busac,13,56.0
Volusianus of Tours,19,97.0
Timothy I,9,95.0
"William Raymond, Viscount of Béarn",34,58.0
Manuel I of Constantinople,26,72.0
Princess Helena Sverkersdotter of Sweden,40,57.0
William II of Narbonne,22,54.0
Louis Aleman,12,60.0
Leonel Power,12,75.0
Snæbjörn Galti,14,68.0
Giovanni del Biondo,19,43.0
Hieronymus of Rhodes,20,60.0
Joan d'Ortega,13,83.0
Augustin Kažotić,16,63.0
Peter of Friuli,15,55.0
Niccolò dell'Arca,17,59.0
Yuri I of Galicia,17,56.0
Peter González,14,56.0
Constantine I of Cilicia,24,87.0
Zacharias I of Armenia,22,26.0
James of the Marches,20,83.0
Gao Ming,8,65.0
Pasgen ap Cyngen,16,40.0
Nicolaas van Sassenheim,23,69.0
Ingegerd Birgersdotter of Bjelbo,32,50.0
Parri Spinelli,14,66.0
Guy of Ivrea,12,25.0
Agnes of Montepulciano,22,49.0
Anna Sforza,11,21.0
"Rudolf III, Margrave of Baden-Baden",35,82.0
Catherine of Ymseborg,21,37.0
Bertrand of Comminges,21,73.0
Albinus of Angers,17,80.0
Ahmed Shah I,12,53.0
Jacopo del Casentino,20,61.0
Helena Pedersdatter Strange,27,55.0
Agnese Visconti,15,28.0
Alice of Normandy,17,36.0
Otto II van Rheineck,20,34.0
John Wood,9,83.0
Adelaide of Hungary,19,35.0
Veremund,8,50.0
Ali Hujwiri,11,63.0
Judith of Brittany,18,35.0
John of Patmos,14,50.0
Alfonso Carrillo de Acuña,25,72.0
Peter of Bruys,14,36.0
Mirian II of Iberia,19,70.0
Johann V. von Hatzfeld,22,32.0
Johanna van Horne,17,11.0
Thomas Magister,15,55.0
Abbad ibn Bishr,15,26.0
Jacques Duclercq,16,45.0
Sumayyah bint Khayyat,21,65.0
Shabestari,10,33.0
Owain Lawgoch,13,48.0
Lu Xiufu,8,43.0
Giovanni di ser Giovanni Guidi,30,80.0
Bianca of Savoy,15,51.0
John de Burgh,13,27.0
Chen Rong,9,66.0
Guy I of Thouars,16,59.0
Diederik von der Recke,22,57.0
Simeon Stylites the Younger,27,76.0
Ubay ibn Ka'b,13,49.0
Shaykh Saduq,12,73.0
Macarius of Alexandria,22,98.0
"Hugh IV, Count of Rethel",24,41.0
Llywelyn Goch ap Meurig Hen,27,55.0
Ednyfed Fychan,14,76.0
Constance of Burgundy,21,47.0
Annibale di Ceccano,19,68.0
Ælfthryth,9,60.0
Gerard III van Heemskerk,24,58.0
Ali ibn Muhammad,16,21.0
Frederick of Liege,18,21.0
Abba Mari,9,56.0
"Gervais, Count of Rethel",24,68.0
Richard of Millau,17,21.0
Giovanni dal Ponte,18,53.0
John of Egypt,13,89.0
Felicia of Roucy,16,73.0
Vladislaus of Bosnia,20,59.0
John of Horne,13,56.0
"Pedro Fernández de Velasco, 2nd Count of Haro",45,67.0
William I of Périgord,21,68.0
Guido I da Montefeltro,22,75.0
Vital du Four,13,67.0
Marcus of Viterbo,17,65.0
George VII of Georgia,21,41.0
Juan de Mella,13,70.0
António Martins de Chaves,25,57.0
Antonio Cerdà i Lloscos,23,69.0
"Mary of Scotland, Countess of Boulogne",38,34.0
"Enrique de Guzmán, 2nd Duke of Medina Sidonia",45,62.0
William II Crispo,17,73.0
Nicholas III dalle Carceri,26,25.0
Giacomo II Crispo,17,21.0
Marco II Sanudo,15,83.0
Bernard Délicieux,17,60.0
William I Sanudo,16,80.0
Nicholas I Sanudo,17,91.0
Leone di Bayonne,16,34.0
"John I, Prince of Anhalt-Bernburg",33,31.0
Anna of Hungary,15,21.0
Magdalena Beutler,17,51.0
Rodrigo Sánchez de Arévalo,26,66.0
Álvaro de Córdoba,17,70.0
Hendrik V van Schoten,21,16.0
Joan of England,15,14.0
Gregory VII of Cilicia,22,67.0
Mechtild of Nassau,18,23.0
Simon of Thouars,16,34.0
Caradog ap Gruffydd,19,31.0
Maria van Souburg,17,66.0
Hugh Courtenay,14,21.0
Lu Sui,6,59.0
"John III, Margrave of Brandenburg-Salzwedel",43,24.0
Horik I,7,54.0
Odo of Novara,13,93.0
Catherine of Vendôme,20,62.0
Michael Panaretos,17,70.0
Vlatko Vuković,14,42.0
Saint Ultan,11,54.0
Anselm Adornes,14,59.0
Albert II of Gorizia,20,64.0
Kuiji,5,50.0
Anna of Glogau,14,21.0
Zhao Pu,7,70.0
"Otto II, Margrave of Baden-Hachberg",35,18.0
Thomas Pirckheimer,18,55.0
Ulrich Denklinger,17,47.0
Ulrich Schwarz,14,56.0
Katharina van Naaldwijk,23,48.0
Wilhelm I. von Fahrensbach,26,78.0
Robert fitz Martin,18,69.0
Giacomo Fregoso,15,80.0
Roland of Cremona,17,81.0
'Abd Allah ibn 'Amr ibn al-'As,30,69.0
Guala de Roniis,15,64.0
Aharon HaLevi,13,55.0
Abdallah ibn Buluggin,21,34.0
Abou al-Hassan al-Housri,24,66.0
Abraham Broderson,17,60.0
Abraham I of Aghbatank,22,15.0
Abraham ben Isaac of Narbonne,29,69.0
Abdallah ibn Ahmad II,21,20.0
Abu Faris Abd al-Aziz ben Ahmad,31,21.0
Abu Faris Abdul Aziz I of Morocco,33,23.0
Achard of Saint-Victor,22,71.0
Ashot III Bagratuni,19,66.0
Adam Easton,11,69.0
Adam Fumée,10,64.0
Adam II de Beaumont-Gâtinais,28,57.0
Adelardo Cattaneo,17,85.0
Adi ibn Zayd,12,50.0
Adjutor,7,61.0
Adolf II of Nassau-Wiesbaden-Idstein,36,40.0
Adelaide of Savoy,17,27.0
"Agnes, Countess of Evreux",25,44.0
Hawise of Brittany,18,16.0
Agnes of Hainaut,16,21.0
Agnes of Savoy,14,36.0
"Agnes of Aquitaine, Countess of Savoy",37,37.0
Agricola of Avignon,19,80.0
Ibn 'Ata Allah,14,49.0
Ahmad al-Muqtadir,17,32.0
Ahmad al-Tifashi,16,69.0
Amata of Assisi,15,50.0
Akamatsu Norimura,17,73.0
Hafsa Bint al-Hajj al-Rukuniyya,31,56.0
Alain III de Rohan,18,65.0
Alain II de Rohan,17,18.0
Alain IV de Rohan,17,39.0
Alain I de Rohan,16,63.0
Alain VI de Rohan,17,72.0
Alain VIII de Rohan,19,79.0
Alain V de Rohan,16,37.0
Alain VII de Rohan,18,44.0
Alan of Galloway,16,35.0
Alberic II de Mello,19,28.0
Alberico da Romano,18,64.0
"Adalbert II, Count of Thurgau",29,59.0
Albert II de Dabo-Moha,22,62.0
Albert II de La Tour du Pin,27,68.0
Albert Lordet,13,11.0
Alexandre Auffredi,18,70.0
"Alexander of Islay, Earl of Ross",32,59.0
Alexander Neville,17,60.0
"Alexander Stewart, Earl of Mar",30,35.0
Alexander of Cyprus,19,38.0
Simon de Freine,15,70.0
Alasia of Savoy,15,68.0
Alice of Savoy,14,25.0
Alice de la Pole,16,71.0
Saint Alena,11,39.0
Alix II of Dreux,16,61.0
Alice of Brittany,17,79.0
Alix de Parroye,15,41.0
Alice di Baux,13,59.0
Eleanor of Brittany,19,67.0
Abu Bakr Muhammad al-Turtushi,29,67.0
Herman III Hoen,15,68.0
Afonso of Portugal,18,49.0
Álvaro Martins,14,52.0
Alypius of Thagaste,19,70.0
Keratsa of Bulgaria,19,42.0
Amaury III de Craon,19,53.0
Amaury I de Craon,17,56.0
Amaury de Sévérac,17,77.0
Ambroise de Loré,16,51.0
Marguerite de l'Aigle,21,37.0
Amicie de Courtenay,19,25.0
Amadeus of Geneva,17,26.0
Amedeo Saluzzo,14,58.0
"Renaud I, Count of Soissons",27,72.0
Andrea Dotti,12,59.0
Aindréas of Caithness,21,83.0
Andreas de Moravia,18,42.0
Elizabeth of Bavaria,20,24.0
André Abellon,13,75.0
Andrzej Zaremba,15,68.0
André de Luxembourg,19,33.0
André de Marchiennes,20,80.0
André de Rambures,17,54.0
Andrew of Saint Victor,22,65.0
Andrea da Segni,15,67.0
Angelo Maccagnino,17,56.0
Anne de Constantinople,22,25.0
Anne de Laval,13,81.0
Lauretta of Saarbrücken,23,21.0
"Udo II, Margrave of the Nordmark",32,36.0
Fu Sheng,8,90.0
Antoinette de Turenne,21,36.0
Antonio Baboccio da Piperno,27,84.0
Antonio Bettini,15,91.0
Antonio Casini,14,61.0
Antonio Gambello,16,31.0
Antonio Loschi,14,73.0
Antonio Roselli,15,85.0
Antonio de Cardona,18,63.0
"Ermengol VI, Count of Urgell",28,58.0
Arnaud Aubert,13,52.0
Arnaldo da Limena,17,70.0
Arnaud Esquerrier,17,20.0
Arnaud Gassies,14,66.0
Arnaud Ier de Roquefeuil,24,57.0
Arnaud of Comminges,19,57.0
Arnaud d'Abadie,15,83.0
Arnaud de La Vie de Villemur,28,77.0
Arnaud de Canteloup,19,63.0
Arnaud de Lévezou,17,49.0
Arnaud de Villemur,18,55.0
"Arnold III, Count of Loon",25,41.0
"Arnold V, Count of Loon",23,68.0
Arrigo della Rocca,18,51.0
Art Mór Mac Murchadha Caomhánach,32,59.0
Gijsbert van Bronckhorst-Batenburg,34,79.0
Aubert Ier Grimaldi,19,92.0
"Aubrey de Vere, 10th Earl of Oxford",35,65.0
"Agnes, wife of Ramiro I of Aragon",33,59.0
Augustinus Triumphus,20,85.0
Aurelian of Réôme,17,55.0
Adelaide of Holland,19,54.0
Avit de Clermont,16,69.0
Avit du Périgord,16,83.0
Abraham ben Moses ben Maimon,28,51.0
Azzo Alidosi,12,71.0
Azzo X d'Este,13,71.0
Gertrudis Couterel,18,88.0
Jaime de Montesa,16,37.0
Oda of Brabant,14,24.0
Arnau Mir de Tost,17,72.0
Pedro de Artajona,17,43.0
Barthélemy,10,31.0
Bartolomeo Carafa della Spina,29,55.0
Bartolomeo Mezzavacca,21,46.0
Bartolomeo Uliari,17,76.0
Bartolomeo degli Erri,21,51.0
Bartolomeo di Tommaso,21,46.0
Kogh Vasil,10,12.0
Siemowit VI of Masovia,22,16.0
Holmger Knutsson,16,38.0
Diego de Sevilla,16,70.0
Zhu Derun,9,71.0
Henry II of Nassau-Siegen,25,37.0
Solomon ben Reuben Bonfed,25,78.0
"Thomas de Camoys, 1st Baron Camoys",34,21.0
Marie of Oignies,16,36.0
Benedetto II Caetani,20,95.0
Berardo Eroli,13,70.0
Bercharius,10,60.0
Joseph ben Samuel Bonfils,25,70.0
Chen Shi,8,83.0
Joan Holland,12,54.0
Dai Fugu,8,81.0
Chen Yuyi,9,48.0
"Bernal de Foix, 1st Count of Medinaceli",39,31.0
Bernard Jarre,13,68.0
Bernard le Sage,15,20.0
Bernardino II da Polenta,24,50.0
Bernardino da Polenta,21,38.0
Berardo Berardi,15,41.0
Chen Shidao,11,48.0
Bertha of Blois,15,75.0
"Bertha, Duchess of Brittany",27,42.0
Bertran IV de la Tour,21,70.0
Bertrand d'Anduze,17,51.0
Bertrand de Beauvau,19,92.0
Bertrand de Cosnac,18,74.0
Bertrando di Deux,17,65.0
Bertrand de la Tour,19,52.0
Bertrando Savelli,17,72.0
Yang Wanli,10,79.0
Wen Yang,8,53.0
Giovanni da Carignano,21,79.0
Thomas Usk,10,87.0
Bjørn Farmann,13,32.0
Blanche de Bouville,19,79.0
Blanche of Brittany,19,56.0
Willem de Deken,15,54.0
"Bogislaw VI, Duke of Pomerania",30,39.0
Isaac ibn Ghiyyat,17,51.0
Bolesław of Dobrzyń,19,25.0
"Boniface, Duke of Alsace",24,23.0
Boniface of Verona,18,47.0
Zu Yue,6,64.0
Jeanne van Bar,14,66.0
Zheng Qian,10,79.0
Zhao Mengjian,13,65.0
Narshakhi,9,60.0
"John II, Lord of Polanen",24,77.0
George VIII of Georgia,22,59.0
Sarah-Theodora,14,79.0
Agnes of Loon,13,41.0
Andrea Grego da Peschiera,25,85.0
Isaac Israeli ben Joseph,24,51.0
Moses ben Jacob of Coucy,24,74.0
Ananus ben Ananus,17,18.0
Arnold II van Hulsberg,22,70.0
Joan of Polanen,15,53.0
Pere March,10,75.0
Luis de la Cerda,16,57.0
Said al-Andalusi,16,41.0
Simeon ben Zemah Duran,22,83.0
Shams al-Din al-Ansari al-Dimashqi,34,71.0
Isabel Téllez de Castilla,25,42.0
Busiri,6,81.0
Brigida Haraldsdotter,21,77.0
Beatrice Fieschi,16,58.0
Beatrice of Auxonne,19,66.0
Beatrice d'Este,15,66.0
Beatrice of Burgundy,20,68.0
Beatrice of Faucigny,20,76.0
Beatrice of Viennois,20,70.0
Bérenger de Landore,19,68.0
Bartolomeo Cipolla,18,55.0
Cante de' Gabrielli,19,75.0
Carlos Jordán de Urriés,23,70.0
Casimir of Masovia,18,35.0
Cathal Cú-cen-máthair,21,63.0
Catherine of Bulgaria,21,62.0
Caïd Richard,12,37.0
John Komnenos Vatatzes,22,50.0
Ginevra d'Este,14,21.0
Gerrit II van Poelgeest,23,65.0
"Marguerite, bâtarde de France",29,51.0
Wang Chen,9,16.0
Jelena Balšić (Lazarević),25,78.0
Herman VI van Woerden,21,63.0
Anselmus Fabri de Breda,23,70.0
Chariton of Constantinople,26,78.0
Charles de Montmorency,22,74.0
Charles d'Allonville,20,79.0
"Charles of Artois, Count of Pézenas",35,57.0
Charles de Châtillon,20,63.0
Charles de Dinan,16,35.0
Charlotte de France,19,31.0
"Robert de Brus, 4th Lord of Annandale",37,31.0
Chen Jiu,8,58.0
"Ludwig III, Landgrave of Upper Hesse",36,18.0
Gijsbert VII van Bronckhorst,28,31.0
Floris de Voogd,15,30.0
Muhammad ibn Ya'qub al-Kulayni,30,77.0
Wojciech Jastrzębiec,20,74.0
Ibrahim ibn Sinan,17,38.0
Janusz I of Warsaw,18,83.0
Joseph Colon Trabotto,21,60.0
Agafia of Rus,13,57.0
Jonas Goštautas,15,75.0
Kristinas Astikas,17,80.0
Michael Žygimantaitis,21,71.0
Mykolas Kęsgaila,16,71.0
Claude Bausmont,15,47.0
Clement of Ireland,18,68.0
Dirk van Bronckhorst-Batenburg,30,59.0
Estrid Svendsdatter,19,83.0
Albertas Manvydas,17,53.0
Olivier I de Clisson,20,57.0
Preljub,7,44.0
Jonas Kęsgaila,14,70.0
Maria Angelina Doukaina Palaiologina,36,44.0
Emperor Wen of Western Wei,26,44.0
Theodosius of Tarnovo,21,63.0
Landulf I of Capua,18,48.0
Abd al-Qadir Maraghi,20,82.0
Landulf II of Benevento,23,11.0
Dimitrios Triclinius,20,60.0
Owain ap Cadwgan,16,31.0
Maria of Amnia,14,53.0
Fyodor Koriatovych,18,83.0
Gleb Vseslavich,15,49.0
Al-Khazini,10,78.0
Oleg I of Chernigov,19,63.0
Orban,5,49.0
Wei Shuo,8,77.0
Constança de Viena,18,43.0
Konstantinos Dalassenos,23,93.0
Constantin Humbertopoulos,25,62.0
Constantí III de Cesarea,24,82.0
Constantine II of Imereti,25,51.0
Constantine III of Cilicia,26,86.0
Mohammed ibn Adjurrum,21,50.0
Gregory of Tatev,16,63.0
Corrado I Trinci,16,93.0
Eleanor de Montfort,19,24.0
Cristoforo Mantegazza,21,52.0
Fernando Rodríguez de Castro,28,25.0
"William de Mohun of Dunster, 1st Earl of Somerset",49,65.0
Óláfr Guðrøðarson,17,68.0
Cynan ab Iago,13,49.0
Quriaqos of Tagrit,18,67.0
Kirill III of Kiev,18,31.0
Cecile of Baux,14,45.0
Dirk II van Brederode,21,62.0
"John I, Count of Alençon",24,41.0
"John de Grey, 2nd Baron Grey de Rotherfield",43,59.0
Al-Darimi,9,72.0
Damian of Tarsus,16,24.0
Pedro González de Lara,22,30.0
Daniel of Morley,16,70.0
María Díaz de Haro,18,72.0
Huguet,6,38.0
David III Strathbogie,21,26.0
David II of Klarjeti,20,92.0
David II de Gagagh,18,53.0
David I of Klarjeti,19,42.0
David ben Zakkai,16,90.0
David de Rambures,17,51.0
Anselm of Liège,15,48.0
"John Montacute, 3rd Earl of Salisbury",37,50.0
Jean I de Croÿ,14,50.0
Delphine of Glandèves,21,77.0
Denis de Glouchitsa,19,74.0
Denis du Moulin,15,67.0
Denise de Déols,15,34.0
George I of Imereti,19,46.0
Ibrahim Mirza bin Ala-ud-Daulah,31,19.0
John of Islay,13,68.0
Juan de Haro,12,33.0
Juan Núñez III de Lara,22,37.0
"Gerard I, Lord of Culemborg",27,60.0
Diego López I de Haro,21,49.0
Diego López II de Haro,22,62.0
Diogo Lopes Pacheco,19,81.0
Lambert of Vence,16,70.0
Nasir ud din Muhammad Shah III,30,44.0
Henry II of Leez,16,64.0
Domenico Serra,14,62.0
Donald MacWilliam,17,37.0
Donat de Besançon,17,66.0
Donatus of Ripacandida,22,19.0
Dong Heng,9,69.0
Samuel Anetsi,13,80.0
Nicholas IV of Constantinople,29,82.0
Duan Siping,11,51.0
"Donnchad I, Earl of Fife",24,21.0
Durand,6,25.0
Nilus Cabasilas,15,65.0
Durand of Huesca,16,64.0
Walter van Marvis,17,77.0
Hrvoje Vukčić Hrvatinić,23,66.0
Demetrius II of Abkhazia,24,45.0
Sava Sedmochislenik,19,70.0
Seraphina Sforza,16,44.0
Edmond de Burgh,15,40.0
"Philippa, Countess of Toulouse",30,48.0
Muqi,4,60.0
Mladen II Šubić of Bribir,25,71.0
Egidio di Anagni,16,84.0
Einar Sigurdsson,16,31.0
Torf-Einarr,11,62.0
Eleanor Beauchamp,17,59.0
Elzéar of Sabran,16,38.0
Emma of Paris,13,25.0
Reinhard III van Stolberg,25,66.0
Matilda of France,17,49.0
Enda of Aran,12,80.0
Enguerrand,10,73.0
Enguerrand V de Coucy,21,78.0
Uhwudong,8,50.0
Ephraim Alnaqua,15,83.0
Erlend Haraldsson,17,32.0
Ermengarde of Anjou,19,74.0
Modestos of Jerusalem,21,97.0
Eudokia Palaiologina,20,37.0
Simon van Clermont-Beauvais,27,60.0
Tiberius Julius Eupator,23,99.0
Euphrosyne of Opole,19,64.0
Eustache de Beaumarchès,23,59.0
Eustasius of Aosta,18,70.0
Jon Haraldsson,14,51.0
Juan Rodríguez de la Cámara,27,60.0
Ezzelino II da Romano,21,35.0
Ezzelino I da Romano,20,88.0
Ali ibn Mohammed al-Jurjani,27,73.0
Hugh of Remiremont,18,79.0
Pietro Gallocia,15,61.0
Lucas de Tuy,12,49.0
Stephen of Obazine,18,69.0
Fan Tai,7,73.0
Fang Congyi,11,91.0
Isidore II of Constantinople,28,12.0
Giovanni Castiglione,20,40.0
"Infante Fernando, Lord of Serpa",31,29.0
Zacharias of Jerusalem,22,81.0
Simeon Seth,11,50.0
Filippo Belforti,16,39.0
Filippo Ruffini,15,36.0
Tiberius Julius Teiranes,24,29.0
Tiberius Julius Rhescuporis V,29,75.0
Tiberius Julius Ininthimeus,27,39.0
Fintan,6,78.0
Gruffydd ap Gwenwynwyn,22,36.0
Flaithbertach Ua Néill,22,58.0
Tiberius Julius Pharsanzes,26,53.0
Flavius Mithridates,19,44.0
Florent Berthout,16,81.0
Florus of Lyon,14,60.0
George Hermonymus,17,28.0
Maximus II of Constantinople,28,66.0
Sophia of Brandenburg-Stendal,29,56.0
Forte Gabrielli,15,70.0
Yahya ibn Al-Qassim,19,54.0
Mathieu d'Escouchy,18,62.0
Francesco Caetani,17,61.0
Francesco Castagnola,20,35.0
Francesco Novello da Carrara,28,46.0
Francesco Maria Torelli,23,36.0
Francesco Nelli,15,13.0
Francesco Ronci,15,71.0
Francesc V Ordelaffi,20,27.0
Francesco da Fiano,18,81.0
Francesco I da Carrara,22,68.0
Francesco del Fiore,19,62.0
Francesco di Bartolo,20,82.0
Francesco d'Angelo,18,42.0
Francisco Rovira y Escuder,26,75.0
Leo Gabalas,11,90.0
Zhu Shuzhen,11,45.0
John Gabalas,12,50.0
Emma of Blois,13,55.0
"Paulinus, Bishop of Antioch",27,87.0
Salomea of Poland,17,56.0
Guo Yuanzhen,12,57.0
Liu Songnian,12,50.0
Uthman ibn Abd al-Haqq,22,44.0
Han Wo,6,79.0
Francesco di Challant,21,92.0
François de Conzié,18,75.0
François de Surienne,20,64.0
Françoise of Châtillon,22,29.0
"Joan of Valois, Countess of Beaumont",36,59.0
Shizuka Gozen,13,46.0
"David II Strathbogie, Earl of Atholl",36,76.0
Frederick II of Zollern,23,23.0
Frederick VII of Toggenburg,27,66.0
Fujiwara no Sadayori,20,50.0
Fujiwara no Sanesuke,20,89.0
Felix of Nantes,15,70.0
Muhammad bin Dawud al-Zahiri,28,41.0
Galdino della Sala,18,76.0
Gall d'Aoste,12,96.0
Gao Pei,7,63.0
Gao Kegong,10,62.0
Garibaldo di Torino,19,12.0
"Walter Giffard, 2nd Earl of Buckingham",38,79.0
"Walter Giffard, 1st Earl of Buckingham",38,52.0
"Walter Giffard, Lord of Longueville",35,34.0
Gautier d'Espinal,17,22.0
Gemma di Goriano Sicoli,23,51.0
Gennaro di Cola,15,50.0
Geoffroy IV de la Tour Landry,29,75.0
Geoffroy III de Mayenne,23,34.0
Geoffroy II de Mayenne,22,68.0
Geoffroy IV of Thouars,22,48.0
Geoffroy Rorgon,15,61.0
Geoffroy de Rohan,17,31.0
George,6,18.0
Zayd Abu Zayd,13,73.0
Georges II de La Trémoille,26,51.0
George of Amastris,18,99.0
Gerardo Landriani Capitani,26,55.0
Gerardo da Sessa,16,12.0
Germanus III of Costantinople,29,39.0
Gertrude de Nesle-Soissons,26,35.0
Gertrude of Flanders,20,47.0
Gervais Jeancolet de Clinchamp,30,37.0
Gervais de Belleau,18,13.0
Gervais de Chichester,21,78.0
Gervase of Canterbury,21,69.0
Giacomo Cocco,13,41.0
Giacomo Isolani,15,71.0
Giacomo Orsini,14,39.0
Giacomo Tebaldi,15,15.0
Jacopo da Pecorara,18,74.0
Jacopo del Torso,16,63.0
Gianni Schicchi de' Cavalcanti,30,30.0
Gilbert Motier de La Fayette,28,84.0
"Gilbert de Gant, Earl of Lincoln",32,33.0
Gilles Berthout,15,60.0
Gilles Ier de Beaumetz,22,44.0
Gilles Ier de Trazegnies,24,27.0
Gilles Bellemère,16,65.0
Gilles de Bretagne,18,30.0
Gilles de Chin,14,53.0
Gilles de Lorris,16,54.0
Giles of Lessines,17,74.0
Gilles du Perche,16,30.0
Giordano Pironti,16,59.0
Giordano Orsini,15,86.0
Giorgio d'Alemagna,18,69.0
Giovanna degli Albizzi,22,20.0
Giovanni Lombardo,17,70.0
Giovanni Angelo d'Antonio,25,31.0
Giovanni Battista Mellini,25,73.0
Giovanni Conti,14,71.0
Giovanni dei Conti di Segni,27,13.0
Giovanni Domenico Trinci,24,69.0
Giovanni Felici,15,74.0
Giovanni Francesco da Rimini,28,29.0
Giovanni Malabranca,19,42.0
Giovanni Manfredi,17,49.0
Giovanni Minuto,15,30.0
Giovanni Ordelaffi,18,44.0
Giovanni Petrucci,17,74.0
Giovanni Ponzio,15,73.0
Giovanni Visconti,17,67.0
Giovanni d'Agostino,19,60.0
Giovanni da Ferentino,21,66.0
John of Crema,13,57.0
Giovanni da Oriolo,18,24.0
Giovanni de Primis,18,99.0
Giovanni della Grossa,21,76.0
Giovanni di Salerno,19,48.0
Giovanni di Pietro Falloppi,27,76.0
Giovanni di Turino,18,70.0
Sigurd Syr,10,48.0
Maximus,7,19.0
Saint Gobain,12,69.0
"Geoffrey Ridel, Duke of Gaeta",29,34.0
Godfrey of Brabant,18,52.0
Godfrey of St Victor,20,69.0
Gong Kai,8,85.0
Lope Díaz III de Haro,21,87.0
Malek Ashraf,12,13.0
Hassan Kuchak,13,24.0
Simon de Burley,15,58.0
Grand Ferré,11,29.0
Gratus of Aosta,15,69.0
Gregorio,8,52.0
Gregorio Crescenzi,18,7.0
Gregorio Crescenzi,18,76.0
Gregorio Paparoni,17,69.0
Gregorio Theodoli,17,74.0
Gregorio de San Apostolo,24,52.0
Gregorio di Cecco,17,29.0
Grigorios Choniades,19,80.0
Gregory Tifernas,16,48.0
Gregory of Langres,18,89.0
Leo of Constantinople,21,93.0
Guccio di Mannaia,17,70.0
Guglielmo Boccanegra,20,72.0
Guglielmo Carbone,17,48.0
Guglielmo Longhi,16,74.0
Guglielmo Sanseverino,21,28.0
Guglielmo Ventura,17,75.0
Guy of Brionne,14,44.0
Gui de Colle Medio,18,56.0
Guy of Bazoches,15,57.0
Guiu Bonacolsi,14,59.0
Guido III da Polenta,20,39.0
Guido Pierleone,15,68.0
Guido Torelli,13,70.0
Guido di Graziano,17,50.0
Guido Papareschi,16,71.0
Guiduccio Palmerucci,20,69.0
Guigues III of Albon,20,83.0
William of Aumelas,18,56.0
Guillaume-Amanieu de Madaillan,30,39.0
Guillaume-Aramon de Madaillan,29,70.0
Guillaume Huin d'Estaing,24,55.0
Guillaume,9,79.0
Guillaume Bonnet,16,12.0
Guillaume Chamaillard,21,71.0
Guillaume Chartier,18,77.0
Guillaume Chauvin,17,62.0
Guillaume Cornut,16,53.0
Guillaume Cousinot de Montreuil,31,84.0
Guillaume Crespin,17,75.0
Guillaume de Ferrières,22,45.0
Guillaume Flaitel,17,20.0
William Firmatus,16,77.0
Guillaume III des Porcellets,28,71.0
Guillaume II Roger,18,90.0
William II of Craon,19,60.0
Guillaume II de Pontailler,26,36.0
