headline,print_page
Migrants Crossing the English Channel to the U.K. Increased Sixfold in 2019.,False
Troubles at an Aging Steel Mill Mirror Italy’s Own.,False
‘It’s an Atomic Bomb’: Australia Deploys Military as Fires Spread.,True
Iranians Close Ranks Behind Leaders After U.S. Kills Popular General.,True
"As Fires Rage, Australia Sees Its Leader as Missing in Action.",False
Iran Ends Nuclear Limits as Killing of Iranian General Upends Mideast.,True
"Venezuela’s Maduro Claims Control of National Assembly, Tightening Grip on Power.",False
Khamenei Wants to Put Iran’s Stamp on Reprisal for U.S. Killing of Top General.,True
A Victim’s Account Fuels a Reckoning Over Abuse of Children in France.,True
Pedro Sánchez Will Lead Modern Spain’s First Coalition Government.,False
Chinese Immigrant Evades Murder Verdict in Killing of Wealthy Relative in Canada.,False
How Forced Labor in Eritrea Is Linked to E.U.-Funded Projects.,False
"China Looms Over Taiwan’s Election, Giving a Boost to the Incumbent.",False
How Rupert Murdoch Is Influencing Australia’s Bushfire Debate.,True
Russia and Turkey Make Joint Call for Cease-Fire in Libya.,False
Prince Harry and Meghan to ‘Step Back’ From Royal Duties in Extraordinary Retreat.,True
"Its Missiles Did Little Damage, but Iran Has More Potent Weapons.",True
"At the Heart of France’s Long Strikes, a Fight Between the Haves and the Have-Nots.",True
Going Rogue: Prince Harry and Meghan Caught the Palace Off Guard.,False
Fires Threaten Australian Towns That Have Already Burned Once.,False
"Behind Campus Attack in India, Some See a Far-Right Agenda.",False
"In Poland, a Stubborn Defender of Judicial Independence.",False
What to Know About Taiwan’s Presidential Election.,False
"As U.S.-Iran Tensions Flare, Iraq Is Caught in the Middle.",True
Iran Says It Unintentionally Shot Down Ukrainian Airliner.,True
"Far-Right Trolls, Not Grannies, Drive Outrage Over German Satire.",False
Furor in Iran and Abroad After Tehran Admits Downing Ukrainian Jetliner.,True
Macron Scraps Proposal to Raise Retirement Age in France.,False
"A New Home for French Socialists, on Paris’s Periphery.",False
"Ontario Alert Warned of a Nuclear ‘Emergency,’ Then Backed Down.",False
Iran Cracks Down as Protests Over Downing of Airliner Grow.,True
Desperate Residents Ignore Dangers of Philippine Volcano and Return Home.,False
"In Statement, Queen ‘Supportive’ of Prince Harry and Meghan’s ‘New Life’.",False
"France Agrees to Small Troop Increase, but Little Else, at Sahel Summit.",False
"For Prince Harry, No Special Treatment in Canada.",False
A Homecoming at Taal Volcano: ‘Everything’s Gone in the Blink of an Eye.’.,True
"Two Popes, and One Big Furor After Benedict Weighs in on Priestly Celibacy.",False
Russian Premier Abruptly Quits Amid Swirl of Speculation on Putin.,True
England’s Only County Without a McDonald’s Is About to Get One.,False
U.S. Military Resumes Joint Operations With Iraq.,False
"In Huawei Battle, China Threatens Germany ‘Where It Hurts’: Automakers.",True
"Reducing Fire, and Cutting Carbon Emissions, the Aboriginal Way.",False
American Family Stuck in Saudi Arabia While Father Stands Trial.,False
Watching the Beach Town of My Childhood Burn.,False
Indian General Talks of ‘Deradicalization Camps’ for Kashmiris.,False
Brazil’s Top Culture Official Fired Over Speech Evoking Nazi Propaganda.,False
"French Strikers Shut Down the Louvre, Setting a New Target in a Pension Fight.",False
"As Libya Descends Into Chaos, Foreign Powers Look for a Way Out.",True
S.U.V. in Forbidden City Prompts Rage at China’s Rich.,False
Harry and Meghan Give Up Royal Titles and Forgo State Funding.,True
Toll in Attack on Yemen Military Base Rises to at Least 76.,False
International Powers Call for Cease-Fire in Libya’s Long Civil War.,False
"His Mother Worked to Find Him Love Despite War, Blindness and Loss.",False
The Test a Deadly Coronavirus Outbreak Poses to China’s Leadership.,True
Lebanon Names New Cabinet Amid Political and Economic Crisis.,False
"Wuhan, Center of Coronavirus Outbreak, Is Being Cut Off by Chinese Authorities.",True
Salvini Remains at the Eye of Italy’s Political Storm.,False
"Departing: Two Shopkeepers, Their Cat and Part of Paris’s Soul.",False
​South Korea Discharges Soldier Who Underwent Sex-Change Surgery.,False
U.N. Court Orders Myanmar to Protect Rohingya Muslims.,False
E.U. Farm Chief Pledges to Tackle Corruption in Subsidy Program.,False
"Afghanistan Is Ready for Major U.S. Troop Reduction, Ghani Says.",False
"China Expands Virus Lockdown, Encircling 35 Million.",True
Fear of Virus Ruins the ‘Happiest Day’ for Millions of Chinese.,True
"Mexico Breaks Up a Migrant Caravan, Pleasing White House.",False
Indonesia Releases U.S. Journalist Detained Over Visa Issue.,False
China’s Omnivorous Markets Are in the Eye of a Lethal Outbreak Once Again.,True
"Gantz to Meet Trump on Peace Plan, but Alone, Not With Netanyahu.",False
Anatomy of a Lie: How Iran Covered Up the Downing of an Airliner.,True
"In Coronavirus, a ‘Battle’ That Could Humble China’s Strongman.",True
"As Coronavirus Fears Intensify, Effectiveness of Quarantines Is Questioned.",True
"Before the Liberation of Auschwitz, a March of Misery.",False
A Knight in Gucci Armor Helps Charge a Geothermal Dragon.,False
Cease-Fire in Libya Collapses Despite International Efforts.,False
"At Auschwitz, Holocaust Survivors Plead ‘Never Forget’.",True
"Asylum Seekers Find a New Route to Europe, Flowing Into a Divided Cyprus.",False
A Divided Hong Kong Confronts the Arrival of the Coronavirus.,True
Kenya’s New Digital IDs May Exclude Millions of Minorities.,False
"E.U. Recommends Limiting, but Not Banning, Huawei in 5G Rollout.",False
Putin Pardons American-Israeli Swept Up in Geopolitical Game.,False
Trump’s Mideast Plan Leaves Palestinians With Few Options.,True
"As Coronavirus Spreads, So Does Anti-Chinese Sentiment.",True
Pompeo Calls China’s Ruling Party ‘Central Threat of Our Times’.,False
Britain’s Brexit Shrug: Let’s Just Get On With It.,True
Kenya’s High Court Delays National Biometric ID Program.,False
Capital in Trump Mideast Plan Makes ‘a Joke’ of Palestinian Aspirations.,False
Indonesia Deports U.S. Journalist Jailed Over Visa Issue.,False
Modi’s Budget Offers Few Solutions to Revive India’s Weak Economy.,False
"As New Coronavirus Spread, China’s Old Habits Delayed Fight.",True
"Coronavirus Pummels Wuhan, a City Short of Supplies and Overwhelmed.",True
"In Libya, Toothless U.N. Embargo Lets Foreign States Meddle With Impunity.",False
"New U.S. Travel Ban Shuts Door on Africa’s Biggest Economy, Nigeria.",True
"In Iraq, Where Beauty Was Long Suppressed, Art Flowers Amid Protests.",False
Hong Kong Tightens Border as Medical Workers Call for Shutdown.,False
Beijing Sees ‘Major Test’ as Doors to China Close and Coronavirus Deaths Surpass SARS.,True
Mumbai Police Play a Trick on Honking Drivers.,False
"Afghan Votes Will Be Audited, Extending Monthslong Election Crisis.",False
Avalanche in Turkey Kills Dozens of Rescuers Responding to Earlier Slide.,False
"Johnson and BBC Trade Jabs, as War on the Press Flares.",False
Scottish Official Quits Amid Reports That He Messaged Teen Hundreds of Times.,False
China Tightens Wuhan Lockdown in ‘Wartime’ Battle With Coronavirus.,True
"Chinese Doctor, Silenced After Warning of Outbreak, Dies From Coronavirus.",True
"For the Irish, Varadkar May Have Won Brexit, but He Lost the War at Home.",False
"Girl, 5, Is Raped on Grounds of U.S. Embassy in India, Police Say.",False
A Onetime ‘Refugee Child’ Takes On Austria’s Far Right.,False
"Passenger Plane Drew Fire in Syria, Russia Says.",False
"Taliban Militant Flees Prison, Claiming Deal With Pakistani Security Forces.",False
"Sinn Fein Surges in Irish Elections, Exit Polls Predict.",False
"Arctic Dining: Think Frozen Sashimi, With a Side of Reindeer Blood.",False
‘Do Not Make Any Loud Noises’: A Thai Soldier’s 18-Hour Shooting Rampage.,True
Personal Data of All 6.5 Million Israeli Voters Is Exposed.,False
Thai Soldier in Mass Shooting Had Business Clash With His Commander.,False
"Storm Ciara, or Sabine, Leaves 5 Dead in Europe.",False
"As Egypt’s Population Hits 100 Million, Celebration Is Muted.",False
"A Store, a Chalet, an Unsealed Pipe: Coronavirus Hot Spots Flare Far From Wuhan.",True
"Trump Gives Conditional Go Ahead on Peace Deal With Taliban, Officials Say.",False
Pope Francis Sets Aside Proposal on Married Priests.,True
Irish Voters Cast Off Relic of Entrenched 2-Party System.,False
Pipeline Protests Cause Widespread Travel Delays Across Canada.,False
Bong Joon Ho’s Path From Seoul to Oscar Dominance.,False
Sudan Says It Agrees to Compensate Families of U.S.S. Cole Bombing.,False
China Expands Chaotic Dragnet in Coronavirus Crackdown.,True
"Celebrated Abroad, Juan Guaidó Faces Critical Test in Venezuela.",False
"China’s Doctors, Fighting the Coronavirus, Beg for Masks.",True
Boris Johnson Moves Boldly to Consolidate Power.,False
Fire Kills 17 at Unaccredited Orphanage in Haiti.,False
The End of Australia as We Know It.,True
Doping Ruling Knocks Russia off Gold Medal Perch.,False
Coronavirus Infection Found After Cruise Ship Passengers Disperse.,True
Young Somalis Step In Where Government Fails.,False
Israel Accuses Hamas of ‘Catfishing’ Soldiers to Plant Malware.,False
"They Escaped an Infected Ship, but the Flight Home Was No Haven.",True
How China Tracked Detainees and Their Families.,False
Boris Johnson Aide Quits After Furor Over Racial Comments.,False
"As Afghan Soldier Kills 2 Americans, Peace Talks Forge Ahead.",True
U.S. Designates China’s Official Media as Operatives of the Communist State.,False
‘It’s Like the End of the World’.,True
"On Tour, Pompeo Courts Africa, to Counter China.",False
"14 Die and Hundreds Sickened in Pakistan, and the Cause Is a Mystery.",False
Ex-North Korean Diplomat Runs for South Korean Parliament.,False
U.K.’s New Immigration Rules Will Restrict Low-Skilled Workers.,False
Hundreds Released From Diamond Princess Cruise Ship in Japan.,True
A Police State With an Islamist Twist: Inside Hifter’s Libya.,True
Far-Right Shooting Shatters an Already Fragile Sense of Security in Germany.,True
Iran’s Stacked Election Is Expected to Produce a Hard-Line Parliament.,False
‘Like an Umbrella Had Covered the Sky’: Locust Swarms Despoil Kenya.,False
Countdown Begins to Possible End of U.S. War in Afghanistan.,False
‘Politics of Hate’ Takes a Toll in Germany Well Beyond Immigrants.,True
An Egyptian’s Arrest Rekindles an Italian Trauma.,False
Notre-Dame’s Crypt and Square May Reopen in Spring.,False
"India Set to Stage an Epic Show, With Trump as the Star.",False
"With 4 Deaths in Iran and More Cases on 3 Continents, Fears of Coronavirus Pandemic Rise.",True
"For Harry and Meghan, No More ‘Royal’ in Their Brand.",False
"Adapting to Rising Seas, Schools Move to the Rafters and Cats Swim.",False
‘We’re in a Petri Dish’: How a Coronavirus Ravaged a Cruise Ship.,True
A Mexican Oil Chief’s Hide-Out: Sea Views and 2 Golf Courses.,False
"Venezuela’s Socialists Embrace Business, Making Partner of a ‘Parasite’.",False
Europe Confronts Coronavirus as Italy Battles an Eruption of Cases.,True
"The Fires Are Out, but Australia’s Climate Disasters Aren’t Over.",False
"Mahathir Mohamad, Malaysia’s Prime Minister, Resigns.",False
"‘America Loves India,’ Trump Declares at Rally With Modi.",False
Sandstorm Wreaks Havoc in Canary Islands.,False
"Under Pressure From Trump, Extraditions to U.S. From Mexico Soar.",False
"New Delhi Streets Turn Into Battleground, Hindus vs. Muslims.",False
"As Emmanuel Macron’s Impact Grows, So Does French Disdain.",True
"Israel’s ‘Zombie’ Voters Stagger to a Third Election, but Figure on a Fourth.",False
Syrian Children Freeze to Death. Bombs Rain Down. And ‘Nobody Cares.’.,True
The Roots of the Delhi Riots: A Fiery Speech and an Ultimatum.,True
Women in Mexico Are Urged to Disappear for a Day in Protest.,False
"As New Delhi Counts the Dead, Questions Swirl About Police Response.",False
U.K. Court Blocks Heathrow Airport Expansion on Environmental Grounds.,False
"Airstrike Hits Turkish Forces in Syria, Raising Fears of Escalation.",True
"At a Bar ‘Made by Africans,’ Migrants Put Down Roots in Mexico.",False
Ukraine Is Threatening to Arrest Its Former President.,False
"In China’s War on the Coronavirus, a Community Is Besieged.",True
Taliban and U.S. Strike Deal to Withdraw American Troops From Afghanistan.,True
"For Seoul’s Poor, Class Strife in ‘Parasite’ Is Daily Reality.",False
"Malaysia’s Premier, Mahathir Mohamad, Is Ousted in a Surprising Turn.",False
"In India, Modi’s Policies Have Lit a Fuse.",False
Child Dies at Sea as Greece Cracks Down on Migrants From Turkey.,False
"She Faced Her ISIS Rapist in Court, Then Watched Him Sentenced to Death.",False
"Iran’s Coronavirus Response: Pride, Paranoia, Secrecy, Chaos.",True
Putin Proposes Constitutional Ban on Gay Marriage.,False
Ace of Base: Why Netanyahu Seems Unsinkable.,False
Taliban Ramp Up Attacks on Afghans After Trump Says ‘No Violence’.,False
Violence in India Threatens Its Global Ambitions.,False
Putin and Erdogan Reach Accord to Halt Fighting in Syria.,False
"As Bernie Sanders Pushed for Closer Ties, Soviet Union Spotted Opportunity.",True
‘Like Licking an Ashtray’: Fires’ Invisible Threat to Australia’s Wines.,False
Gunmen Kill Dozens at Event Attended by Afghan Politicians.,False
Suicide Bombers Attack Near U.S. Embassy in Tunisia.,False
Saudi Prince Detains Senior Members of Royal Family.,True
‘The Only Choice Is to Wait for Death’.,True
A Quebec Ban on Religious Symbols Upends Lives and Careers.,False
Vigilantes in Greece Say ‘No More’ to Migrants.,True
"China May Be Beating the Coronavirus, at a Painful Cost.",True
Italy Locks Down Much of the Country’s North Over the Coronavirus.,True
Failures on the Diamond Princess Shadow Another Cruise Ship Outbreak.,True
"After Deadly Jam on Everest, Nepal Delays New Safety Rules.",False
"On Day 1 of Lockdown, Italian Officials Urge Citizens to Abide by Rules.",True
Italy Announces Restrictions Over Entire Country in Attempt to Halt Coronavirus.,True
"Putin Endorses Brazen Remedy to Extend His Rule, Possibly for Life.",True
"Venezuelan Opposition, Trying to Rekindle Protests, Is Pushed Back by Tear Gas.",False
Afghan President Orders Taliban Prisoner Release.,False
"In Paris, Cafe Terraces Are an Environmental Battleground.",False
2 Rare White Giraffes Slaughtered by Poachers in Kenya.,False
Jet Crash Kills Pilot in Rehearsal for Pakistan Parade.,False
Paris Court Convicts 6 in $50 Million Fake-Identity Scheme.,False
A New ‘Emperor’: Russia Girds for 16 More Years of Putin.,False
A Fumbled Global Response to the Virus in a Leadership Void.,True
"Tom Hanks Got Sick in Australia, Where Coronavirus Testing Isn’t Such a Hassle.",False
Italy’s Health Care System Groans Under Coronavirus — a Warning to the World.,True
Spain Becomes Latest Epicenter of Coronavirus After a Faltering Response.,False
"At the Iranian Border, Iraqis Try to Keep a Virus From Entering.",False
Shutdowns Spread Across Europe as Spain and France Order Broad Restrictions.,True
"Europeans Erect Borders Against Coronavirus, but the Enemy Is Already Within.",True
"To Track Coronavirus, Israel Moves to Tap Secret Trove of Cellphone Data.",False
"Italy’s Coronavirus Victims Face Death Alone, With Funerals Postponed.",True
"Macron Declares France ‘at War’ With Virus, as E.U. Proposes 30-Day Travel Ban.",False
"Africa Braces for Coronavirus, but Slowly.",False
Power Struggle Hampers Iran’s Coronavirus Response.,False
‘We Are Frightened’: U.K. Doctors Brace for a Coronavirus Explosion.,False
Europe Struggles to Combat Coronavirus as Spain Passes Grim Milestone.,False
"Italy, Pandemic’s New Epicenter, Has Lessons for the World.",True
"In a Pandemic, Religion Can Be a Balm and a Risk.",True
Modi Orders 3-Week Total Lockdown for All 1.3 Billion Indians.,True
Virus Knocks Thousands of Health Workers Out of Action in Europe.,False
"As Latin America Shuts Down to Fight Virus, Brazil and Mexico Are Holdouts.",False
"Trapped at Sea by Covid-19 Lockdowns, Crew Members Plead for Help.",False
"Onetime Relic, Then Hipster Fad, Milkmen Embrace Flood of Clients.",False
"Boris Johnson Contracts Coronavirus, Rattling Top Ranks of U.K. Government.",True
"In the Coronavirus Fight in Scandinavia, Sweden Stands Apart.",False
"For Autocrats, and Others, Coronavirus Is a Chance to Grab Even More Power.",True
Why Asia’s New Wave of Virus Cases Should Worry the World.,True
"Covid-19 Changed How the World Does Science, Together.",True
"To Enforce Coronavirus Rules, U.K. Police Use Drones, Shaming and Easter Egg Bans.",False
"Bolsonaro, Isolated and Defiant, Dismisses Coronavirus Threat to Brazil.",False
"Under Modi, India’s Press Is Not So Free Anymore.",True
U.N. Security Council ‘Missing In Action’ in Coronavirus Fight.,False
"Peaks, Testing, Lockdowns: How Coronavirus Vocabulary Causes Confusion.",False
China Pushes for Quiet Burials as Coronavirus Death Toll Is Questioned.,True
"In Italy, Going Back to Work May Depend on Having the Right Antibodies.",True
Boris Johnson Hospitalized as Queen Urges British Resolve in Face of Epidemic.,True
Boris Johnson Moved to Intensive Care; Foreign Minister Deputized.,True
"China Ends Wuhan Lockdown, but Normal Life Is a Distant Dream.",True
"In Scramble for Coronavirus Supplies, Rich Countries Push Poor Aside.",True
Indigenous Groups Isolated by Coronavirus Face Another Threat: Hunger.,False
Mask-Wearing Is a Very New Fashion in Paris (and a Lot of Other Places).,False
Coronavirus Finds Fuel in a World of Migrants.,False
"Childbirth in Venezuela, Where Women’s Deaths Are a State Secret.",True
‘Like a Prison’: Paris Suburbs Simmer Under Coronavirus Lockdown.,False
"As They Console Coronavirus’s Victims, Italy’s Priests Are Dying, Too.",True
Boris Johnson Leaves U.K. Hospital After Coronavirus Treatment.,False
Pope Francis Says the Coronavirus Is ‘Testing Our Whole Human Family’.,False
"In Pandemic’s Grip, Russia Sees Spike in Age-Old Bane: Drinking.",False
"Some European Nations Ease Pandemic Rules, but Move Warily.",True
"As Coronavirus Fades in China, Nationalism and Xenophobia Flare.",True
France Weighs Its Love of Liberty in Fight Against Coronavirus.,True
China’s Aggressive Diplomacy Weakens Xi Jinping’s Global Standing.,False
"With Broad, Random Tests for Antibodies, Germany Seeks Path Out of Lockdown.",True
"Tokyo, in a State of Emergency, Yet Still Having Drinks at a Bar.",False
Dozens Test Positive for Coronavirus at Afghan President’s Palace.,False
"In Pandemic, a Remote Russian Region Orders a Lockdown on Information.",True
"Singapore Seemed to Have Coronavirus Under Control, Until Cases Doubled.",False
Netanyahu’s Power Is Extended as Rival Accepts Israel Unity Government.,True
"For Southern Italy, the Coronavirus Becomes a War on 2 Fronts.",False
"In the Netherlands, the Dance Festivals Have Gone Dark.",False
Oil Collapse and Covid-19 Create Toxic Geopolitical Stew.,True
"For Indian Diaspora, Panic and Anger Over Trump’s Immigration Plans.",False
The Secretive Group Guiding the U.K. on Coronavirus.,True
"R0, the Messy Metric That May Soon Shape Our Lives, Explained.",False
"Pressured by China, E.U. Softens Report on Covid-19 Disinformation.",True
‘Afraid to Be a Nurse’: Health Workers Under Attack.,True
"In Race for a Coronavirus Vaccine, an Oxford Group Leaps Ahead.",True
"Boris Johnson, Back on the Job, Urges Caution in Easing Covid-19 Rules.",False
"Unified in Coronavirus Lockdown, India Splinters Over Reopening.",False
Coronavirus Diplomacy: How China’s Red Cross Serves the Communist Party.,True
‘Life Has to Go On’: How Sweden Has Faced the Virus Without a Lockdown.,False
"U.K. Virus Tests Surpass Target, but Britain’s Deaths May Overtake Italy’s.",False
"No More Jenga, No More ‘Amen’ as Cities Learn to Live With Coronavirus.",True
"Italians Find Promise of Antibodies Remains Elusive, for Now.",False
"Coronavirus Survivors Want Answers, and China Is Silencing Them.",False
"As World Comes to Halt Amid Pandemic, So Do Migrants.",True
World Leaders Join to Pledge $8 Billion for Vaccine as U.S. Goes It Alone.,False
Taiwan Says ‘Play Ball!’ (With Cardboard Fans and Robot Drummers).,True
"In a Town Split by a Border, Virus Rules Vary From Door to Door.",True
Israeli Army’s Idea Lab Aims at a New Target: Saving Lives.,False
Reopenings Mark a New Phase: Global ‘Trial-and-Error’ Played Out in Lives.,False
Hidden Toll: Mexico Ignores Wave of Coronavirus Deaths in Capital.,True
Virus Forces Persian Gulf States to Reckon With Migrant Labor.,False
"In U.K., Hard-Hit Minority Communities Struggle to Bury the Dead.",False
"As Europe Reopens Schools, Relief Combines With Risk.",True
Britain to Impose Quarantine on Air Travelers to Fight Coronavirus.,False
"In Israel, Modern Medicine Grapples With Ghosts of the Third Reich.",True
"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi.",False
"Across Europe, Reopening Borders in Time for Summer.",False
"Born Into Carnage, 18 Afghan Babies Face an Uncertain Fate.",True
"As Coronavirus Overruns Russia, Doctors Are Dying on the Front Lines.",True
From ‘Respect’ to ‘Sick and Twisted’: How Coronavirus Hit U.S.-China Ties.,True
U.K. Coronavirus Testers Pay Price for a Day of Triumph.,False
Another Health Minister in Brazil Exits Amid Chaotic Coronavirus Response.,False
How France Lost the Weapons to Fight a Pandemic.,False
"Wandering a Grand Hotel Emptied by Coronavirus, and Checking 1,400 Taps.",False
‘License to Kill’: Inside Rio’s Record Year of Police Killings.,True
"In China’s Crisis, Xi Sees a Crucible to Strengthen His Rule.",True
China Moves to Tighten Its Control of Hong Kong.,True
"Coronavirus Cases Fall in Europe’s Capitals, but Fears Over Reopening Linger.",False
"Rattled by a Pandemic, People Turn to Leaders — Any Leaders.",False
"For Some Italians, the Future of Work Looks Like the Past.",False
Why China’s Move to Rein In Hong Kong Is Just the Start.,True
Boris Johnson Backs Top Aide Accused of Flouting Lockdown Rules.,False
Coronavirus Threatens China’s Devotion to Chopsticks and Sharing Food.,False
"On a Scottish Isle, Nursing Home Deaths Expose a Covid-19 Scandal.",True
How the Taliban Outlasted a Superpower: Tenacity and Carnage.,True
Here’s How Wuhan Tested 6.5 Million for Coronavirus in Days.,False
A €750 Billion Virus Recovery Plan Thrusts Europe Into a New Frontier.,True
"Beijing Hardens Resolve to Defy U.S., Even While Calling for Cooperation.",True
"Older Italians Warily Eye Young Crowds, Fearing 2nd Coronavirus Wave.",False
"Coronavirus Slams Broken, Embattled Yemen.",False
The Drive-In Theater: Keeping Drama Alive During the Lockdown.,False
"Resisting Lockdown, Nicaragua Becomes a Place of Midnight Burials.",False
"At Drive-In Disco, It ‘Feels Like Saturday Again,’ Even Without a Dance Floor.",False
Parisians Savor More Than the Coffee as Cafes Reopen.,False
"Venice Glimpses a Future With Fewer Tourists, and Likes What It Sees.",True
From ‘Copenhell’ to ‘Copenheaven’: Danish Church Takes Over Heavy Metal Venue.,False
Coronavirus Rips Into Regions Previously Spared.,False
"Musicians Playing Through the Lockdown, to One Listener at a Time.",False
The Top Doctor Who Aced the Coronavirus Test.,False
Coronavirus Depletes the Keepers of Europe’s Memory.,True
"New Zealand Lifts Lockdown as It Declares Virus Eliminated, for Now.",False
Threat of Military Action Rattles Brazil as Virus Deaths Surge.,True
"As Italy Reopens, Tour Guides Plead for More Aid, and Tourists.",False
Indonesia’s New Coronavirus Concern: A Post-Pandemic Baby Boom.,False
"As Virus Infections Surge, Countries End Lockdowns.",False
Europe Resurfaces to Find Odd Mix of the Familiar and the Alien.,False
Virus Exposes Weak Links in Peru’s Success Story.,True
"Too Close for Comfort, and the Virus, in Russia’s Communal Apartments.",True
"For Migrants in Russia, Virus Means No Money to Live and No Way to Leave.",False
Syria’s Economy Collapses Even as Civil War Winds to a Close.,True
"In Europe, Travel Returns, but Not Confidence About What Comes Next.",False
Worst Clash in Decades on Disputed India-China Border Kills 20 Indian Troops.,True
"Common Drug Reduces Coronavirus Deaths, Scientists Report.",True
Beijing’s Partial Lockdown a Sign of the World’s New Normal.,True
"For Canadian Doctor, the Virus Came With Stigma.",False
Latin America’s Virus Villains: Corrupt Officials Collude With Price Gougers for Body Bags and Flimsy Masks.,True
8 Hospitals in 15 Hours: A Pregnant Woman’s Crisis in the Pandemic.,True
Eating Thai Fruit Demands Serious Effort but Delivers Sublime Reward.,True
Sweden Tries Out a New Status: Pariah State.,False
"Betraying Frustration with China, E.U. Leaders Press for Progress on Trade Talks.",False
U.K. Leader Lifts Wide Variety of Coronavirus Restrictions.,False
Virus Gains Steam Across Latin America.,False
"E.U. May Bar American Travelers as It Reopens Borders, Citing Failures on Virus.",True
"The Hajj Pilgrimage Is Canceled, and Grief Rocks the Muslim World.",True
"From China to Germany, the World Learns to Live With the Coronavirus.",True
"Hit Hard by Coronavirus, Russia Holds a Mostly Mask-Free Victory Parade.",False
Coronavirus Is Battering Africa’s Growing Middle Class.,True
"India Bans Nearly 60 Chinese Apps, Including TikTok and WeChat.",False
Scientists Say New Strain of Swine Flu Virus Is Spreading to Humans in China.,False
"In Hong Kong, Arrests and Fear Mark First Day of New Security Law.",True
"As Neo-Nazis Seed Military Ranks, Germany Confronts ‘an Enemy Within’.",True
"Hong Kong, Changed Overnight, Navigates Its New Reality.",True
"To Buy a Drink in This Border Town, Make Sure You’re in England.",False
President Bolsonaro of Brazil Tests Positive for Coronavirus.,True
Travel Restrictions on Americans Erode a Sense of Passport Privilege.,False
"Erdogan Talks of Making Hagia Sophia a Mosque Again, to International Dismay.",True
Bolsonaro Hails Anti-Malaria Pill Even as He Fights Coronavirus.,False
Couples Separated by Europe’s Travel Bans Fight to Be Reunited.,False
"‘Whac-a-Mole’ Against Virus Sounds Reasonable, Unless You’re the Mole.",False
"In South Africa, Burial Traditions Upended by Coronavirus.",False
"‘I’m Sorry to Everyone’: In Death, South Korean Mayor Is Tainted by Scandal.",True
"In Tackling Coronavirus, Scotland Asserts Its Separateness From England.",False
"In Latin America, the Pandemic Threatens Equality Like Never Before.",True
"As India Struggles With Coronavirus, Bollywood’s Biggest Star Tests Positive.",False
"How Russia Built a Channel to the Taliban, Once an Enemy.",True
Homesick Student Cycles From Scotland to Greece During the Pandemic.,False
"For U.K.’s Minority Women, Economic Toll of Lockdown Lingers.",False
Big Business in Bangladesh: Selling Fake Coronavirus Certificates.,False
Southern Iraq’s Toxic Twilight.,True
India Coronavirus Cases Surge Past One Million.,False
"A ‘Significant Return to Normality’ by Christmas, U.K. Prime Minister Says.",False
Long Waits for U.K. Hospital Treatment as N.H.S. Fights Coronavirus.,False
"Once a Model City, Hong Kong Grapples With a New Coronavirus Wave.",False
"For Women in Afghan Security Forces, a Daily Battle.",True
E.U. Adopts Groundbreaking Stimulus to Fight Coronavirus Recession.,True
China Uses W.H.O. Inquiry to Tout Coronavirus Response.,False
"‘No One’ Protected British Democracy From Russia, U.K. Report Concludes.",True
"For Palestinian Police, Much to Lose if Israel Annexes West Bank Land.",True
"With Officials’ Backing, Dubious Virus Remedies Surge in Latin America.",True
Spain’s Reopening Stumbles as Virus Cases Rise Among Young People.,False
Officials Push U.S.-China Relations Toward Point of No Return.,True
"Brazil’s Bolsonaro, Leading Virus Skeptic, Says He’s No Longer Infected.",False
North Korea Declares Emergency After Suspected Covid-19 Case.,False
Quarantine Order Blindsides Britons Returning From Spain.,False
Boris Johnson’s New Tactic Against the Virus: Urge Britons to Lose Weight.,False
"In Russia’s Far East, a New Face of Resistance to Putin’s Reign.",True
Mysterious Coronavirus Outbreak Catches Vietnam by Surprise.,False
"Pilgrims, Fewer and Socially Distanced, Arrive in Mecca for Annual Hajj.",False
"In Indonesia, False Virus Cures Pushed by Those Who Should Know Better.",False
"With Security Law as a Cudgel, Beijing Cracks Down on Hong Kong.",True
Body Bags and Enemy Lists: How Far-Right Police Officers and Ex-Soldiers Planned for ‘Day X’.,True
Indian Billionaires Bet Big on Head Start in Coronavirus Vaccine Race.,True
"Ethiopian Workers Are Forced to Return Home, Some With Coronavirus.",False
‘I Am Scared’: Italian Sex Workers Face Poverty and Illness in the Pandemic.,False
"What Lockdown 2.0 Looks Like: Harsher Rules, Deeper Confusion.",False
Tanzania’s President Says Country Is Virus Free. Others Warn of Disaster.,False
"Blasts Rock Beirut, Killing Dozens and Wounding Thousands.",True
"As Smoke Clears in Beirut, Shock Turns to Anger.",True
"Witnessing Nuclear Carnage, Then Devoting Her Life to Peace.",True
"Coronavirus Spares Gaza, but Travel Restrictions Do Not.",False
"As Lebanon Reels, Long-Awaited Hariri Assassination Verdicts Loom.",True
"When Covid-19 Hit, Many Elderly Were Left to Die.",True
"Hong Kong Arrests Jimmy Lai, Media Mogul, Under National Security Law.",True
‘I’d Rather Stay Home and Die’.,True
England’s Flawed Virus Contact Tracing Will Be Revamped.,False
Netanyahu Drops Troubled Annexation Plan for Diplomatic Gain.,True
"For Palestinians, Israel-U.A.E. Deal Swaps One Nightmare for Another.",True
"Taking Hard Line, Greece Turns Back Migrants by Abandoning Them at Sea.",True
